"analysis_id","family","analysis_role","multiplicity_family","specification_id","welfare_specification_id","welfare_outcome_id","outcome_round","estimand","treatment","adjustment_id","construction_id","excluded_instruments","effective_f","effective_f_critical_value","first_stage_strong","reduced_form_p_holm_family","reduced_form_family_signal","anderson_rubin_p_beta0_holm_family","ar_family_signal","ar_95_bounded","ar_95_disconnected","ar_95_left_truncated","ar_95_right_truncated","n"
"consumption_iv__consumption_parameterization__long_2022__change__region_main_literacy","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2022__change__region_main_literacy","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main_literacy","nonzero_mean","ling_distance_nonzero_mean",8.27316133991053,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,524
"consumption_iv__consumption_parameterization__long_2022__change__region_main_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2022__change__region_main_decomposed_economic","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",5.51080303565452,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,524
"consumption_iv__consumption_parameterization__long_2022__change__region_main_literacy_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2022__change__region_main_literacy_decomposed_economic","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_main_literacy_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",11.1362051928578,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,524
"consumption_iv__consumption_parameterization__long_2022__change__state_main","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2022__change__state_main","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.685944474707812,23.1085112116065,FALSE,0.052332576960894,FALSE,0.0523325769608959,FALSE,FALSE,TRUE,TRUE,TRUE,524
"consumption_iv__consumption_parameterization__long_2022__change__state_main_literacy","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2022__change__state_main_literacy","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main_literacy","nonzero_mean","ling_distance_nonzero_mean",2.01207283942958,23.1085112116065,FALSE,0.13065828911027,FALSE,0.130658289110274,FALSE,FALSE,TRUE,TRUE,TRUE,524
"consumption_iv__consumption_parameterization__long_2022__change__state_main_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2022__change__state_main_decomposed_economic","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",0.617541584819759,23.1085112116065,FALSE,0.306874626057547,FALSE,0.306874626057553,FALSE,FALSE,TRUE,TRUE,TRUE,524
"consumption_iv__consumption_parameterization__long_2022__change__state_main_literacy_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2022__change__state_main_literacy_decomposed_economic","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_main_literacy_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",2.15221415615954,23.1085112116065,FALSE,0.622397002459433,FALSE,0.622397002459433,FALSE,FALSE,TRUE,TRUE,TRUE,524
"consumption_iv__consumption_parameterization__long_2023__ancova__region_main","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__ancova__region_main","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",3.92585125307832,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,522
"consumption_iv__consumption_parameterization__long_2023__ancova__region_main_literacy","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__ancova__region_main_literacy","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main_literacy","nonzero_mean","ling_distance_nonzero_mean",8.03773231748929,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,522
"consumption_iv__consumption_parameterization__long_2023__ancova__region_main_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__ancova__region_main_decomposed_economic","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",5.27982245487594,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,522
"consumption_iv__consumption_parameterization__long_2023__ancova__region_main_literacy_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__ancova__region_main_literacy_decomposed_economic","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_main_literacy_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",10.6533282452858,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,522
"consumption_iv__consumption_parameterization__long_2023__ancova__state_main","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__ancova__state_main","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.73908825543639,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_parameterization__long_2023__ancova__state_main_literacy","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__ancova__state_main_literacy","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main_literacy","nonzero_mean","ling_distance_nonzero_mean",2.34254971672184,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_parameterization__long_2023__ancova__state_main_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__ancova__state_main_decomposed_economic","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",0.768321704519186,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_parameterization__long_2023__ancova__state_main_literacy_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__ancova__state_main_literacy_decomposed_economic","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_main_literacy_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",2.60953367941684,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,522
"consumption_iv__consumption_parameterization__long_2023__change__region_main","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__change__region_main","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main","nonzero_mean","ling_distance_nonzero_mean",4.00071824262692,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,522
"consumption_iv__consumption_parameterization__long_2023__change__region_main_literacy","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__change__region_main_literacy","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main_literacy","nonzero_mean","ling_distance_nonzero_mean",8.270868183431,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,522
"consumption_iv__consumption_parameterization__long_2023__change__region_main_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__change__region_main_decomposed_economic","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",5.40716148448456,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,522
"consumption_iv__consumption_parameterization__long_2023__change__region_main_literacy_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__change__region_main_literacy_decomposed_economic","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_main_literacy_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",11.1026171309487,23.1085112116065,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,FALSE,FALSE,522
"consumption_iv__consumption_parameterization__long_2023__change__state_main","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__change__state_main","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main","nonzero_mean","ling_distance_nonzero_mean",0.413672190541092,23.1085112116065,FALSE,0.855316389796073,FALSE,0.855316389796043,FALSE,FALSE,TRUE,TRUE,TRUE,522
"consumption_iv__consumption_parameterization__long_2023__change__state_main_literacy","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__change__state_main_literacy","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main_literacy","nonzero_mean","ling_distance_nonzero_mean",1.61102977968967,23.1085112116065,FALSE,0.841564577346432,FALSE,0.84156457734639,FALSE,FALSE,TRUE,TRUE,TRUE,522
"consumption_iv__consumption_parameterization__long_2023__change__state_main_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__change__state_main_decomposed_economic","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",0.490146891942851,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,522
"consumption_iv__consumption_parameterization__long_2023__change__state_main_literacy_decomposed_economic","control_parameterization","control_parameterization_robustness","consumption_control_parameterization","consumption_parameterization__long_2023__change__state_main_literacy_decomposed_economic","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_main_literacy_decomposed_economic","nonzero_mean","ling_distance_nonzero_mean",2.0469561184413,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,522
"consumption_iv__consumption_historical_adjustment__early_2009__ancova__region_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__early_2009__ancova__region_compact_2001","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",2.0566733027011,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,477
"consumption_iv__consumption_historical_adjustment__early_2009__ancova__region_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__early_2009__ancova__region_predetermined_1991","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.9708527573152,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,477
"consumption_iv__consumption_historical_adjustment__early_2009__ancova__state_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__early_2009__ancova__state_compact_2001","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.548131604558044,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,477
"consumption_iv__consumption_historical_adjustment__early_2009__ancova__state_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__early_2009__ancova__state_predetermined_1991","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",4.14023331359909,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,477
"consumption_iv__consumption_historical_adjustment__early_2009__change__region_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__early_2009__change__region_compact_2001","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",2.19261121017878,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,477
"consumption_iv__consumption_historical_adjustment__early_2009__change__region_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__early_2009__change__region_predetermined_1991","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","region_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.99030873486286,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,477
"consumption_iv__consumption_historical_adjustment__early_2009__change__state_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__early_2009__change__state_compact_2001","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.303622365546454,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,477
"consumption_iv__consumption_historical_adjustment__early_2009__change__state_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__early_2009__change__state_predetermined_1991","early_2009__change","real_mean_mpce","nss_2009_10_type2","change","emi_exposure_all_children_0708","state_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.51508639542569,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,477
"consumption_iv__consumption_historical_adjustment__medium_2011__ancova__region_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__medium_2011__ancova__region_compact_2001","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",2.81267601314331,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,481
"consumption_iv__consumption_historical_adjustment__medium_2011__ancova__region_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__medium_2011__ancova__region_predetermined_1991","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","region_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",3.06737424670858,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,481
"consumption_iv__consumption_historical_adjustment__medium_2011__ancova__state_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__medium_2011__ancova__state_compact_2001","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.614388962955097,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,481
"consumption_iv__consumption_historical_adjustment__medium_2011__ancova__state_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__medium_2011__ancova__state_predetermined_1991","medium_2011__ancova","real_mean_mpce","nss_2011_12_type2","ancova","emi_exposure_all_children_0708","state_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",4.92037649703148,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,481
"consumption_iv__consumption_historical_adjustment__medium_2011__change__region_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__medium_2011__change__region_compact_2001","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",2.93066033861612,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,481
"consumption_iv__consumption_historical_adjustment__medium_2011__change__region_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__medium_2011__change__region_predetermined_1991","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","region_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.8829531098902,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,481
"consumption_iv__consumption_historical_adjustment__medium_2011__change__state_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__medium_2011__change__state_compact_2001","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.222933918797528,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,481
"consumption_iv__consumption_historical_adjustment__medium_2011__change__state_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__medium_2011__change__state_predetermined_1991","medium_2011__change","real_mean_mpce","nss_2011_12_type2","change","emi_exposure_all_children_0708","state_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",1.33808432789429,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,481
"consumption_iv__consumption_historical_adjustment__long_2022__ancova__region_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2022__ancova__region_compact_2001","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",1.59790485872854,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,480
"consumption_iv__consumption_historical_adjustment__long_2022__ancova__region_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2022__ancova__region_predetermined_1991","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","region_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.1204537387014,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,480
"consumption_iv__consumption_historical_adjustment__long_2022__ancova__state_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2022__ancova__state_compact_2001","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.453838404706127,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,480
"consumption_iv__consumption_historical_adjustment__long_2022__ancova__state_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2022__ancova__state_predetermined_1991","long_2022__ancova","real_mean_mpce","hces_2022_23","ancova","emi_exposure_all_children_0708","state_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",3.0419665254808,23.1085112116065,FALSE,0.546408301626606,FALSE,0.546408301626552,FALSE,FALSE,TRUE,TRUE,TRUE,480
"consumption_iv__consumption_historical_adjustment__long_2022__change__region_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2022__change__region_compact_2001","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",1.62077595093987,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,480
"consumption_iv__consumption_historical_adjustment__long_2022__change__region_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2022__change__region_predetermined_1991","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","region_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.00133511952609,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,480
"consumption_iv__consumption_historical_adjustment__long_2022__change__state_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2022__change__state_compact_2001","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.179789372516337,23.1085112116065,FALSE,0.00321608468624011,TRUE,0.00321608468624008,TRUE,FALSE,TRUE,TRUE,TRUE,480
"consumption_iv__consumption_historical_adjustment__long_2022__change__state_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2022__change__state_predetermined_1991","long_2022__change","real_mean_mpce","hces_2022_23","change","emi_exposure_all_children_0708","state_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",1.05619265704557,23.1085112116065,FALSE,9.92820195009459e-05,TRUE,9.92820195009421e-05,TRUE,FALSE,TRUE,TRUE,TRUE,480
"consumption_iv__consumption_historical_adjustment__long_2023__ancova__region_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2023__ancova__region_compact_2001","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",1.56634034306583,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,478
"consumption_iv__consumption_historical_adjustment__long_2023__ancova__region_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2023__ancova__region_predetermined_1991","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","region_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.20320612103729,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,478
"consumption_iv__consumption_historical_adjustment__long_2023__ancova__state_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2023__ancova__state_compact_2001","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.240896237876608,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,478
"consumption_iv__consumption_historical_adjustment__long_2023__ancova__state_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2023__ancova__state_predetermined_1991","long_2023__ancova","real_mean_mpce","hces_2023_24","ancova","emi_exposure_all_children_0708","state_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.58932723718755,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,478
"consumption_iv__consumption_historical_adjustment__long_2023__change__region_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2023__change__region_compact_2001","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",1.59490424401629,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,478
"consumption_iv__consumption_historical_adjustment__long_2023__change__region_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2023__change__region_predetermined_1991","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","region_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",2.10907326318893,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,478
"consumption_iv__consumption_historical_adjustment__long_2023__change__state_compact_2001","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2023__change__state_compact_2001","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.040504194572384,23.1085112116065,FALSE,0.0575935484713955,FALSE,0.057593548471394,FALSE,FALSE,TRUE,TRUE,TRUE,478
"consumption_iv__consumption_historical_adjustment__long_2023__change__state_predetermined_1991","historical_adjustment","historical_adjustment_robustness","consumption_historical_adjustment","consumption_historical_adjustment__long_2023__change__state_predetermined_1991","long_2023__change","real_mean_mpce","hces_2023_24","change","emi_exposure_all_children_0708","state_predetermined_1991","nonzero_mean","ling_distance_nonzero_mean",0.771320881268265,23.1085112116065,FALSE,0.00503647020357306,TRUE,0.00503647020357285,TRUE,FALSE,TRUE,TRUE,TRUE,478
"consumption_iv__consumption_historical_concept_matched__early_2009__ancova__region_compact_2001","historical_concept_matched","historical_concept_matched_robustness","consumption_historical_concept_matched","consumption_historical_concept_matched__early_2009__ancova__region_compact_2001","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.144945126620554,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,436
"consumption_iv__consumption_historical_concept_matched__early_2009__ancova__region_pca_1991","historical_concept_matched","historical_concept_matched_robustness","consumption_historical_concept_matched","consumption_historical_concept_matched__early_2009__ancova__region_pca_1991","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_pca_1991","nonzero_mean","ling_distance_nonzero_mean",0.890264158557566,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,TRUE,TRUE,TRUE,436
"consumption_iv__consumption_historical_concept_matched__early_2009__ancova__region_vanneman_1991","historical_concept_matched","historical_concept_matched_robustness","consumption_historical_concept_matched","consumption_historical_concept_matched__early_2009__ancova__region_vanneman_1991","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","region_vanneman_1991","nonzero_mean","ling_distance_nonzero_mean",0.294958917472779,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,436
"consumption_iv__consumption_historical_concept_matched__early_2009__ancova__state_compact_2001","historical_concept_matched","historical_concept_matched_robustness","consumption_historical_concept_matched","consumption_historical_concept_matched__early_2009__ancova__state_compact_2001","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_compact_2001","nonzero_mean","ling_distance_nonzero_mean",0.053114696739561,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,436
"consumption_iv__consumption_historical_concept_matched__early_2009__ancova__state_pca_1991","historical_concept_matched","historical_concept_matched_robustness","consumption_historical_concept_matched","consumption_historical_concept_matched__early_2009__ancova__state_pca_1991","early_2009__ancova","real_mean_mpce","nss_2009_10_type2","ancova","emi_exposure_all_children_0708","state_pca_1991","nonzero_mean","ling_distance_nonzero_mean",2.55706764773558,23.1085112116065,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,436
