"specification_id","adjustment_id","construction_id","fixed_effect","instrument","tested_covariates","n_tested_covariates","joint_f","joint_p","n","status","reason","construct_id","treatment","analysis_id","analysis_scope","domain","margin","source_side","paper_role","label"
"region_expanded__glottolog_mean_shastry",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__region_expanded__glottolog_mean_shastry","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"region_expanded__dyen_noncognate",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__region_expanded__dyen_noncognate","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"region_expanded__dyen_noncognate_shastry",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__region_expanded__dyen_noncognate_shastry","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__nonzero_mean","state_main","nonzero_mean","state","ling_distance_nonzero_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,2.03294002109476,0.0902935782290946,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__nonzero_mean","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__distant_share","state_main","distant_share","state","ling_share_distance_ge3","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,1.60633964716776,0.173161328711251,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__distant_share","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__top3_legacy","state_main","top3_legacy","state","ling_distance_top3_legacy","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,2.20587414283533,0.0688485783142969,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__top3_legacy","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__nonzero_mean_hindi_urdu","state_main","nonzero_mean_hindi_urdu","state","ling_distance_nonzero_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,2.55615990846905,0.0393925365579716,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__nonzero_mean_hindi_urdu","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__nonzero_mean_shastry","state_main","nonzero_mean_shastry","state","ling_distance_nonzero_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,2.68137243134094,0.0321925589099704,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__nonzero_mean_shastry","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__nonzero_mean_sensitivity_low","state_main","nonzero_mean_sensitivity_low","state","ling_distance_nonzero_mean_sensitivity_low","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,2.75631359453222,0.0285097017728668,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__nonzero_mean_sensitivity_low","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__nonzero_mean_sensitivity_high","state_main","nonzero_mean_sensitivity_high","state","ling_distance_nonzero_mean_sensitivity_high","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,1.28574833008929,0.276074763331268,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__nonzero_mean_sensitivity_high","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__nonzero_mean_hindi_urdu_separate","state_main","nonzero_mean_hindi_urdu_separate","state","ling_distance_nonzero_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,3.10166213083117,0.0162161215451702,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__nonzero_mean_hindi_urdu_separate","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__glottolog_mean","state_main","glottolog_mean","state","ling_distance_glottolog_nonhindi_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,0.641588968990848,0.633303907747701,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__glottolog_mean","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__glottolog_mean_shastry","state_main","glottolog_mean_shastry","state","ling_distance_glottolog_nonhindi_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,0.91166694150644,0.457678408131839,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__glottolog_mean_shastry","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","ling_distance_dyen_noncognate_pct","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,4.47294225797004,0.00164862249500576,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__dyen_noncognate","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_main__dyen_noncognate_shastry","state_main","dyen_noncognate_shastry","state","ling_distance_dyen_noncognate_pct","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,4.23743519707351,0.00245265059196091,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_main__dyen_noncognate_shastry","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__nonzero_mean",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__nonzero_mean","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__distant_share",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__distant_share","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__top3_legacy",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__top3_legacy","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__nonzero_mean_hindi_urdu",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__nonzero_mean_hindi_urdu","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__nonzero_mean_shastry",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__nonzero_mean_shastry","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__nonzero_mean_sensitivity_low",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__nonzero_mean_sensitivity_low","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__nonzero_mean_sensitivity_high",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__nonzero_mean_sensitivity_high","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__nonzero_mean_hindi_urdu_separate",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__nonzero_mean_hindi_urdu_separate","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__glottolog_mean",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__glottolog_mean","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__glottolog_mean_shastry",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__glottolog_mean_shastry","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__dyen_noncognate",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__dyen_noncognate","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"state_expanded__dyen_noncognate_shastry",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__state_expanded__dyen_noncognate_shastry","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_fe","region_fe","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",13,6.13409973556614,4.4082803956251e-10,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_fe","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__state_fe","state_fe","nonzero_mean","state","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",13,2.88457219519389,0.000656772811007635,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__state_fe","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__census_controls","census_controls","nonzero_mean","none","ling_distance_nonzero_mean","literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,1.04332376444821,0.385135119578431,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__census_controls","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__expanded_controls",NA,NA,NA,NA,NA,0,NA,NA,NA,"not_applicable","All diagnostic balance covariates are already included as nuisance controls.","emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__expanded_controls","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_fe_main_without_human_capital","region_fe_main_without_human_capital","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,11.9444159709198,1.77412789582645e-10,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_fe_main_without_human_capital","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__state_fe_main_without_human_capital","state_fe_main_without_human_capital","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,1.833818091906,0.106696025302836,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__state_fe_main_without_human_capital","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_fe_expanded_without_human_capital","region_fe_expanded_without_human_capital","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;literacy_share_2001",2,10.9784384491671,2.58393905396641e-05,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_fe_expanded_without_human_capital","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__state_fe_expanded_without_human_capital","state_fe_expanded_without_human_capital","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;literacy_share_2001",2,2.33233922236003,0.0991522535461438,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__state_fe_expanded_without_human_capital","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_fe_plus_basic_scale_geography","region_fe_plus_basic_scale_geography","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",10,7.20507617727252,4.19116460053408e-10,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_fe_plus_basic_scale_geography","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_fe_plus_social_composition","region_fe_plus_social_composition","nonzero_mean","region","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,9.56485452079293,1.21185573584252e-10,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_fe_plus_social_composition","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_fe_plus_human_capital","region_fe_plus_human_capital","nonzero_mean","region","ling_distance_nonzero_mean","dependency_ratio_2001;electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,10.0467163843937,7.53761714817373e-09,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_fe_plus_human_capital","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_fe_plus_demography","region_fe_plus_demography","nonzero_mean","region","ling_distance_nonzero_mean","electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,12.3718039520536,2.86965129448626e-09,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_fe_plus_demography","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_fe_plus_economic_structure","region_fe_plus_economic_structure","nonzero_mean","region","ling_distance_nonzero_mean","electricity_access_share_2001",1,4.87509506720883,0.0280692967769514,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_fe_plus_economic_structure","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__state_fe_plus_basic_scale_geography","state_fe_plus_basic_scale_geography","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;sc_share_2001;st_share_2001;muslim_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",10,2.54639382239707,0.00606806879473119,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__state_fe_plus_basic_scale_geography","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__state_fe_plus_social_composition","state_fe_plus_social_composition","nonzero_mean","state","ling_distance_nonzero_mean","adult_secondary_plus_share_2001;dependency_ratio_2001;electricity_access_share_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,2.32940088407966,0.0255142998836427,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__state_fe_plus_social_composition","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__state_fe_plus_human_capital","state_fe_plus_human_capital","nonzero_mean","state","ling_distance_nonzero_mean","dependency_ratio_2001;electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",5,3.25374092829311,0.00725591593381098,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__state_fe_plus_human_capital","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__state_fe_plus_demography","state_fe_plus_demography","nonzero_mean","state","ling_distance_nonzero_mean","electricity_access_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",4,4.05869808079759,0.00330413300145438,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__state_fe_plus_demography","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__state_fe_plus_economic_structure","state_fe_plus_economic_structure","nonzero_mean","state","ling_distance_nonzero_mean","electricity_access_share_2001",1,2.05110506806654,0.153330066936402,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__state_fe_plus_economic_structure","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
"absorption__region_main_without_basic_scale_geography","region_main_without_basic_scale_geography","nonzero_mean","region","ling_distance_nonzero_mean","log_population_2001;urban_share_2001;log_population_density_2001;literacy_share_2001;worker_share_2001;cultivator_share_workers_2001;agricultural_labourer_share_workers_2001",7,9.50567856168702,1.41468678492431e-10,295,"estimated",NA,"emi_age6_13_gross_0508_pooled","dise_emi_gross_enrollment_ratio_age_6_13_0508_pooled","dise_weak_iv__emi_age6_13_gross_0508_pooled__absorption__region_main_without_basic_scale_geography","structural_iv","medium","pooled_population_scaled_enrollment","administrative_equilibrium","formal_english_exposure","DISE pooled 2005-06 to 2007-08 English-medium gross enrollment ratio, ages 6-13 denominator"
